position , intensity
-3.6388  , 41
-3.6278  , 42
-3.6168  , 41
-3.6058  , 42
-3.5948  , 43
-3.5838  , 43
-3.5728  , 43
-3.5618  , 44
-3.5508  , 45
-3.5398  , 45
-3.5288  , 45
-3.5178  , 46
-3.5068  , 46
-3.4958  , 47
-3.4848  , 47
-3.4738  , 48
-3.4628  , 49
-3.4518  , 49
-3.4408  , 50
-3.4298  , 50
-3.4188  , 50
-3.4078  , 51
-3.3968  , 51
-3.3858  , 52
-3.3748  , 52
-3.3638  , 53
-3.3528  , 53
-3.3418  , 54
-3.3308  , 55
-3.3198  , 55
-3.3088  , 55
-3.2978  , 56
-3.2868  , 57
-3.2758  , 57
-3.2648  , 58
-3.2538  , 58
-3.2428  , 59
-3.2318  , 59
-3.2208  , 60
-3.2098  , 60
-3.1988  , 61
-3.1878  , 61
-3.1768  , 62
-3.1658  , 63
-3.1548  , 63
-3.1438  , 64
-3.1328  , 65
-3.1218  , 65
-3.1108  , 65
-3.0998  , 66
-3.0888  , 67
-3.0778  , 67
-3.0668  , 67
-3.0558  , 68
-3.0448  , 69
-3.0338  , 69
-3.0228  , 70
-3.0118  , 70
-3.0008  , 71
-2.9898  , 70
-2.9788  , 71
-2.9678  , 72
-2.9568  , 72
-2.9458  , 73
-2.9348  , 73
-2.9238  , 74
-2.9128  , 73
-2.9018  , 74
-2.8908  , 74
-2.8798  , 74
-2.8688  , 74
-2.8578  , 75
-2.8468  , 75
-2.8358  , 76
-2.8248  , 77
-2.8138  , 77
-2.8028  , 77
-2.7918  , 78
-2.7808  , 78
-2.7698  , 79
-2.7588  , 79
-2.7478  , 80
-2.7368  , 80
-2.7258  , 81
-2.7148  , 81
-2.7038  , 82
-2.6928  , 82
-2.6818  , 83
-2.6708  , 83
-2.6598  , 83
-2.6488  , 84
-2.6378  , 85
-2.6268  , 85
-2.6158  , 86
-2.6048  , 87
-2.5938  , 87
-2.5828  , 88
-2.5718  , 88
-2.5608  , 89
-2.5498  , 89
-2.5388  , 90
-2.5278  , 90
-2.5168  , 91
-2.5058  , 92
-2.4948  , 92
-2.4838  , 93
-2.4728  , 93
-2.4618  , 94
-2.4508  , 94
-2.4398  , 96
-2.4288  , 95
-2.4178  , 96
-2.4068  , 96
-2.3958  , 97
-2.3848  , 98
-2.3738  , 98
-2.3628  , 99
-2.3518  , 99
-2.3408  , 100
-2.3298  , 101
-2.3188  , 102
-2.3078  , 102
-2.2968  , 103
-2.2858  , 103
-2.2748  , 104
-2.2638  , 105
-2.2528  , 105
-2.2418  , 106
-2.2308  , 107
-2.2198  , 109
-2.2088  , 109
-2.1978  , 111
-2.1868  , 111
-2.1758  , 112
-2.1648  , 113
-2.1538  , 113
-2.1428  , 114
-2.1318  , 114
-2.1208  , 115
-2.1098  , 115
-2.0988  , 117
-2.0878  , 118
-2.0768  , 118
-2.0658  , 119
-2.0548  , 119
-2.0438  , 120
-2.0328  , 121
-2.0218  , 123
-2.0108  , 123
-1.9998  , 123
-1.9888  , 124
-1.9778  , 125
-1.9668  , 126
-1.9558  , 126
-1.9448  , 127
-1.9338  , 129
-1.9228  , 128
-1.9118  , 130
-1.9008  , 130
-1.8898  , 132
-1.8788  , 131
-1.8678  , 133
-1.8568  , 133
-1.8458  , 133
-1.8348  , 134
-1.8238  , 134
-1.8128  , 135
-1.8018  , 135
-1.7908  , 135
-1.7798  , 137
-1.7688  , 138
-1.7578  , 138
-1.7468  , 138
-1.7358  , 139
-1.7248  , 139
-1.7138  , 141
-1.7028  , 140
-1.6918  , 141
-1.6808  , 141
-1.6698  , 141
-1.6588  , 141
-1.6478  , 142
-1.6368  , 142
-1.6258  , 142
-1.6148  , 142
-1.6038  , 143
-1.5928  , 144
-1.5818  , 143
-1.5708  , 144
-1.5598  , 144
-1.5488  , 146
-1.5378  , 145
-1.5268  , 147
-1.5158  , 147
-1.5048  , 147
-1.4938  , 149
-1.4828  , 148
-1.4718  , 149
-1.4608  , 148
-1.4498  , 150
-1.4388  , 150
-1.4278  , 151
-1.4168  , 151
-1.4058  , 151
-1.3948  , 152
-1.3838  , 152
-1.3728  , 153
-1.3618  , 154
-1.3508  , 154
-1.3398  , 154
-1.3288  , 155
-1.3178  , 155
-1.3068  , 156
-1.2958  , 156
-1.2848  , 157
-1.2738  , 157
-1.2628  , 157
-1.2518  , 158
-1.2408  , 158
-1.2298  , 159
-1.2188  , 159
-1.2078  , 161
-1.1968  , 161
-1.1858  , 161
-1.1748  , 161
-1.1638  , 163
-1.1528  , 163
-1.1418  , 163
-1.1308  , 164
-1.1198  , 165
-1.1088  , 164
-1.0978  , 166
-1.0868  , 165
-1.0758  , 166
-1.0648  , 166
-1.0538  , 167
-1.0428  , 168
-1.0318  , 167
-1.0208  , 169
-1.0098  , 169
-0.9988  , 169
-0.9878  , 171
-0.9768  , 170
-0.9658  , 171
-0.9548  , 171
-0.9438  , 171
-0.9328  , 173
-0.9218  , 172
-0.9108  , 174
-0.8998  , 174
-0.8888  , 175
-0.8778  , 175
-0.8668  , 176
-0.8558  , 176
-0.8448  , 175
-0.8338  , 177
-0.8228  , 176
-0.8118  , 177
-0.8008  , 177
-0.7898  , 177
-0.7788  , 179
-0.7678  , 179
-0.7568  , 179
-0.7458  , 179
-0.7348  , 179
-0.7238  , 180
-0.7128  , 180
-0.7018  , 180
-0.6908  , 181
-0.6798  , 182
-0.6688  , 181
-0.6578  , 181
-0.6468  , 183
-0.6358  , 182
-0.6248  , 183
-0.6138  , 182
-0.6028  , 181
-0.5918  , 183
-0.5808  , 183
-0.5698  , 183
-0.5588  , 184
-0.5478  , 184
-0.5368  , 184
-0.5258  , 185
-0.5148  , 185
-0.5038  , 185
-0.4928  , 185
-0.4818  , 185
-0.4708  , 187
-0.4598  , 187
-0.4488  , 186
-0.4378  , 187
-0.4268  , 186
-0.4158  , 186
-0.4048  , 187
-0.3938  , 188
-0.3828  , 188
-0.3718  , 186
-0.3608  , 188
-0.3498  , 187
-0.3388  , 188
-0.3278  , 188
-0.3168  , 188
-0.3058  , 189
-0.2948  , 188
-0.2838  , 188
-0.2728  , 188
-0.2618  , 189
-0.2508  , 189
-0.2398  , 189
-0.2288  , 190
-0.2178  , 188
-0.2068  , 190
-0.1958  , 191
-0.1848  , 191
-0.1738  , 190
-0.1628  , 190
-0.1518  , 191
-0.1408  , 191
-0.1298  , 191
-0.1188  , 190
-0.1078  , 191
-0.0968  , 190
-0.0858  , 193
-0.0748  , 190
-0.0638  , 192
-0.0528  , 192
-0.0418  , 191
-0.0308  , 190
-0.0198  , 190
-0.0088  , 194
0.0022   , 190
0.0132   , 192
0.0242   , 191
0.0352   , 193
0.0462   , 191
0.0572   , 192
0.0682   , 191
0.0792   , 191
0.0902   , 191
0.1012   , 191
0.1122   , 192
0.1232   , 192
0.1342   , 191
0.1452   , 192
0.1562   , 192
0.1672   , 191
0.1782   , 192
0.1892   , 190
0.2002   , 194
0.2112   , 191
0.2222   , 191
0.2332   , 190
0.2442   , 191
0.2552   , 191
0.2662   , 191
0.2772   , 190
0.2882   , 191
0.2992   , 190
0.3102   , 191
0.3212   , 191
0.3322   , 190
0.3432   , 190
0.3542   , 190
0.3652   , 190
0.3762   , 189
0.3872   , 189
0.3982   , 189
0.4092   , 190
0.4202   , 192
0.4312   , 188
0.4422   , 188
0.4532   , 189
0.4642   , 189
0.4752   , 187
0.4862   , 187
0.4972   , 188
0.5082   , 188
0.5192   , 186
0.5302   , 186
0.5412   , 186
0.5522   , 186
0.5632   , 185
0.5742   , 185
0.5852   , 185
0.5962   , 185
0.6072   , 184
0.6182   , 185
0.6292   , 183
0.6402   , 184
0.6512   , 184
0.6622   , 183
0.6732   , 183
0.6842   , 183
0.6952   , 182
0.7062   , 183
0.7172   , 182
0.7282   , 183
0.7392   , 184
0.7502   , 182
0.7612   , 183
0.7722   , 181
0.7832   , 181
0.7942   , 182
0.8052   , 181
0.8162   , 181
0.8272   , 181
0.8382   , 181
0.8492   , 180
0.8602   , 180
0.8712   , 180
0.8822   , 179
0.8932   , 179
0.9042   , 178
0.9152   , 177
0.9262   , 178
0.9372   , 178
0.9482   , 177
0.9592   , 177
0.9702   , 176
0.9812   , 176
0.9922   , 175
1.0032   , 176
1.0142   , 175
1.0252   , 176
1.0362   , 173
1.0472   , 173
1.0582   , 172
1.0692   , 172
1.0802   , 173
1.0912   , 172
1.1022   , 172
1.1132   , 172
1.1242   , 171
1.1352   , 170
1.1462   , 170
1.1572   , 170
1.1682   , 170
1.1792   , 171
1.1902   , 169
1.2012   , 169
1.2122   , 170
1.2232   , 168
1.2342   , 167
1.2452   , 167
1.2562   , 166
1.2672   , 166
1.2782   , 166
1.2892   , 166
1.3002   , 164
1.3112   , 164
1.3222   , 165
1.3332   , 163
1.3442   , 163
1.3552   , 163
1.3662   , 162
1.3772   , 160
1.3882   , 162
1.3992   , 159
1.4102   , 160
1.4212   , 158
1.4322   , 159
1.4432   , 157
1.4542   , 157
1.4652   , 157
1.4762   , 157
1.4872   , 155
1.4982   , 154
1.5092   , 154
1.5202   , 153
1.5312   , 153
1.5422   , 153
1.5532   , 151
1.5642   , 151
1.5752   , 151
1.5862   , 149
1.5972   , 148
1.6082   , 148
1.6192   , 147
1.6302   , 147
1.6412   , 147
1.6522   , 147
1.6632   , 145
1.6742   , 146
1.6852   , 143
1.6962   , 143
1.7072   , 143
1.7182   , 142
1.7292   , 142
1.7402   , 142
1.7512   , 140
1.7622   , 141
1.7732   , 139
1.7842   , 139
1.7952   , 139
1.8062   , 138
1.8172   , 136
1.8282   , 137
1.8392   , 135
1.8502   , 135
1.8612   , 135
1.8722   , 135
1.8832   , 134
1.8942   , 133
1.9052   , 132
1.9162   , 132
1.9272   , 132
1.9382   , 130
1.9492   , 129
1.9602   , 130
1.9712   , 129
1.9822   , 129
1.9932   , 129
2.0042   , 128
2.0152   , 127
2.0262   , 127
2.0372   , 127
2.0482   , 127
2.0592   , 126
2.0702   , 125
2.0812   , 125
2.0922   , 125
2.1032   , 124
2.1142   , 124
2.1252   , 124
2.1362   , 123
2.1472   , 122
2.1582   , 121
2.1692   , 120
2.1802   , 121
2.1912   , 120
2.2022   , 118
2.2132   , 120
2.2242   , 118
2.2352   , 117
2.2462   , 117
2.2572   , 117
2.2682   , 117
2.2792   , 114
2.2902   , 114
2.3012   , 114
2.3122   , 114
2.3232   , 113
2.3342   , 113
2.3452   , 111
2.3562   , 111
2.3672   , 111
2.3782   , 111
2.3892   , 110
2.4002   , 110
2.4112   , 108
2.4222   , 108
2.4332   , 107
2.4442   , 107
2.4552   , 106
2.4662   , 106
2.4772   , 104
2.4882   , 105
2.4992   , 104
2.5102   , 104
2.5212   , 102
2.5322   , 102
2.5432   , 101
2.5542   , 100
2.5652   , 99
2.5762   , 99
2.5872   , 98
2.5982   , 98
2.6092   , 97
2.6202   , 96
2.6312   , 94
