position , intensity
-8.3138  , 9
-8.3028  , 8
-8.2918  , 9
-8.2808  , 8
-8.2698  , 8
-8.2588  , 8
-8.2478  , 8
-8.2368  , 9
-8.2258  , 9
-8.2148  , 9
-8.2038  , 9
-8.1928  , 9
-8.1818  , 9
-8.1708  , 9
-8.1598  , 9
-8.1488  , 9
-8.1378  , 9
-8.1268  , 9
-8.1158  , 9
-8.1048  , 9
-8.0938  , 9
-8.0828  , 9
-8.0718  , 9
-8.0608  , 9
-8.0498  , 9
-8.0388  , 9
-8.0278  , 9
-8.0168  , 9
-8.0058  , 9
-7.9948  , 9
-7.9838  , 9
-7.9728  , 9
-7.9618  , 9
-7.9508  , 9
-7.9398  , 10
-7.9288  , 9
-7.9178  , 9
-7.9068  , 9
-7.8958  , 9
-7.8848  , 9
-7.8738  , 10
-7.8628  , 9
-7.8518  , 10
-7.8408  , 9
-7.8298  , 10
-7.8188  , 9
-7.8078  , 10
-7.7968  , 10
-7.7858  , 10
-7.7748  , 9
-7.7638  , 10
-7.7528  , 10
-7.7418  , 9
-7.7308  , 10
-7.7198  , 10
-7.7088  , 10
-7.6978  , 10
-7.6868  , 10
-7.6758  , 10
-7.6648  , 10
-7.6538  , 10
-7.6428  , 9
-7.6318  , 10
-7.6208  , 10
-7.6098  , 10
-7.5988  , 10
-7.5878  , 10
-7.5768  , 10
-7.5658  , 10
-7.5548  , 10
-7.5438  , 10
-7.5328  , 10
-7.5218  , 10
-7.5108  , 10
-7.4998  , 10
-7.4888  , 10
-7.4778  , 10
-7.4668  , 10
-7.4558  , 10
-7.4448  , 10
-7.4338  , 10
-7.4228  , 10
-7.4118  , 10
-7.4008  , 10
-7.3898  , 10
-7.3788  , 10
-7.3678  , 10
-7.3568  , 10
-7.3458  , 10
-7.3348  , 10
-7.3238  , 10
-7.3128  , 10
-7.3018  , 10
-7.2908  , 10
-7.2798  , 10
-7.2688  , 10
-7.2578  , 10
-7.2468  , 10
-7.2358  , 10
-7.2248  , 10
-7.2138  , 10
-7.2028  , 10
-7.1918  , 10
-7.1808  , 10
-7.1698  , 10
-7.1588  , 9
-7.1478  , 10
-7.1368  , 9
-7.1258  , 10
-7.1148  , 9
-7.1038  , 10
-7.0928  , 9
-7.0818  , 10
-7.0708  , 9
-7.0598  , 9
-7.0488  , 9
-7.0378  , 9
-7.0268  , 9
-7.0158  , 9
-7.0048  , 9
-6.9938  , 9
-6.9828  , 9
-6.9718  , 9
-6.9608  , 9
-6.9498  , 9
-6.9388  , 9
-6.9278  , 9
-6.9168  , 9
-6.9058  , 9
-6.8948  , 8
-6.8838  , 9
-6.8728  , 9
-6.8618  , 9
-6.8508  , 8
-6.8398  , 9
-6.8288  , 9
-6.8178  , 8
-6.8068  , 8
-6.7958  , 8
-6.7848  , 8
-6.7738  , 8
-6.7628  , 8
-6.7518  , 8
-6.7408  , 8
-6.7298  , 8
-6.7188  , 8
-6.7078  , 8
-6.6968  , 8
-6.6858  , 8
-6.6748  , 8
-6.6638  , 8
-6.6528  , 8
-6.6418  , 8
-6.6308  , 8
-6.6198  , 8
-6.6088  , 8
-6.5978  , 8
-6.5868  , 8
-6.5758  , 8
-6.5648  , 8
-6.5538  , 7
-6.5428  , 8
-6.5318  , 8
-6.5208  , 7
-6.5098  , 8
-6.4988  , 7
-6.4878  , 7
-6.4768  , 7
-6.4658  , 8
-6.4548  , 7
-6.4438  , 7
-6.4328  , 7
-6.4218  , 7
-6.4108  , 7
-6.3998  , 7
-6.3888  , 7
-6.3778  , 7
-6.3668  , 7
-6.3558  , 7
-6.3448  , 7
-6.3338  , 7
-6.3228  , 7
-6.3118  , 7
-6.3008  , 7
-6.2898  , 7
-6.2788  , 7
-6.2678  , 7
-6.2568  , 7
-6.2458  , 7
-6.2348  , 7
-6.2238  , 7
-6.2128  , 7
-6.2018  , 7
-6.1908  , 7
-6.1798  , 7
-6.1688  , 7
-6.1578  , 7
-6.1468  , 7
-6.1358  , 7
-6.1248  , 7
-6.1138  , 7
-6.1028  , 7
-6.0918  , 7
-6.0808  , 7
-6.0698  , 7
-6.0588  , 7
-6.0478  , 7
-6.0368  , 7
-6.0258  , 7
-6.0148  , 7
-6.0038  , 7
-5.9928  , 7
-5.9818  , 7
-5.9708  , 7
-5.9598  , 7
-5.9488  , 7
-5.9378  , 7
-5.9268  , 7
-5.9158  , 7
-5.9048  , 7
-5.8938  , 7
-5.8828  , 7
-5.8718  , 7
-5.8608  , 7
-5.8498  , 7
-5.8388  , 7
-5.8278  , 7
-5.8168  , 7
-5.8058  , 8
-5.7948  , 7
-5.7838  , 8
-5.7728  , 7
-5.7618  , 8
-5.7508  , 7
-5.7398  , 8
-5.7288  , 8
-5.7178  , 8
-5.7068  , 8
-5.6958  , 8
-5.6848  , 8
-5.6738  , 8
-5.6628  , 8
-5.6518  , 9
-5.6408  , 9
-5.6298  , 8
-5.6188  , 9
-5.6078  , 9
-5.5968  , 9
-5.5858  , 9
-5.5748  , 9
-5.5638  , 9
-5.5528  , 9
-5.5418  , 9
-5.5308  , 9
-5.5198  , 9
-5.5088  , 9
-5.4978  , 10
-5.4868  , 9
-5.4758  , 10
-5.4648  , 9
-5.4538  , 10
-5.4428  , 10
-5.4318  , 10
-5.4208  , 10
-5.4098  , 10
-5.3988  , 10
-5.3878  , 10
-5.3768  , 10
-5.3658  , 10
-5.3548  , 10
-5.3438  , 11
-5.3328  , 11
-5.3218  , 11
-5.3108  , 11
-5.2998  , 11
-5.2888  , 11
-5.2778  , 11
-5.2668  , 11
-5.2558  , 12
-5.2448  , 11
-5.2338  , 12
-5.2228  , 11
-5.2118  , 12
-5.2008  , 12
-5.1898  , 12
-5.1788  , 12
-5.1678  , 12
-5.1568  , 12
-5.1458  , 12
-5.1348  , 13
-5.1238  , 12
-5.1128  , 13
-5.1018  , 13
-5.0908  , 13
-5.0798  , 13
-5.0688  , 13
-5.0578  , 13
-5.0468  , 13
-5.0358  , 14
-5.0248  , 13
-5.0138  , 14
-5.0028  , 13
-4.9918  , 14
-4.9808  , 14
-4.9698  , 14
-4.9588  , 14
-4.9478  , 14
-4.9368  , 14
-4.9258  , 14
-4.9148  , 14
-4.9038  , 14
-4.8928  , 15
-4.8818  , 15
-4.8708  , 15
-4.8598  , 15
-4.8488  , 15
-4.8378  , 15
-4.8268  , 15
-4.8158  , 16
-4.8048  , 15
-4.7938  , 16
-4.7828  , 15
-4.7718  , 16
-4.7608  , 16
-4.7498  , 16
-4.7388  , 16
-4.7278  , 16
-4.7168  , 16
-4.7058  , 16
-4.6948  , 17
-4.6838  , 17
-4.6728  , 16
-4.6618  , 17
-4.6508  , 17
-4.6398  , 17
-4.6288  , 17
-4.6178  , 17
-4.6068  , 17
-4.5958  , 17
-4.5848  , 17
-4.5738  , 17
-4.5628  , 17
-4.5518  , 17
-4.5408  , 17
-4.5298  , 18
-4.5188  , 17
-4.5078  , 18
-4.4968  , 18
-4.4858  , 17
-4.4748  , 17
-4.4638  , 17
-4.4528  , 18
-4.4418  , 18
-4.4308  , 18
-4.4198  , 17
-4.4088  , 18
-4.3978  , 18
-4.3868  , 18
-4.3758  , 18
-4.3648  , 18
-4.3538  , 18
-4.3428  , 17
-4.3318  , 18
-4.3208  , 17
-4.3098  , 18
-4.2988  , 17
-4.2878  , 18
-4.2768  , 18
-4.2658  , 18
-4.2548  , 17
-4.2438  , 17
-4.2328  , 18
-4.2218  , 18
-4.2108  , 17
-4.1998  , 17
-4.1888  , 18
-4.1778  , 17
-4.1668  , 17
-4.1558  , 17
-4.1448  , 17
